##,Player,GS,MIN,REB,PF,A,TO,BLK,STL,PTS,ORB,DRB,FG_pct,3PT_pct,FT_pct,Team,Date,Won
14,14 Elias Espinosa,1,26,4,3,4,0,2,0,5,0,4,0.2857142857142857,0.2,NA,Col.,2026-01-16,1
22,22 Quron Zene,0,12,5,1,0,0,0,0,10,1,4,0.5714285714285714,0.5,NA,Col.,2026-01-16,1
02,02 PJ Johnson Jr.,0,23,4,2,0,1,0,0,4,1,3,0.2222222222222222,0,NA,Col.,2026-01-16,1
05,05 RJ Casey,0,8,0,2,1,0,0,0,4,0,0,0,0,1,Col.,2026-01-16,1
00,00 Alden Doran,0,9,5,3,0,1,0,0,2,4,1,0.25,0,NA,Col.,2026-01-16,1
03,03 Cole Craffey,0,7,1,0,0,0,0,0,2,0,1,1,NA,NA,Col.,2026-01-16,1
TM,TM Team,0,0,4,0,0,0,0,0,0,3,1,NA,NA,NA,Col.,2026-01-16,1
,Totals,NA,200,52,17,11,8,4,1,78,22,30,0.3472222222222222,0.23529411764705882,1,Col.,2026-01-16,1
15,"15 Wolinski,Zach",1,33,5,0,0,1,0,2,22,1,4,0.4666666666666667,0.2,0.875,Middlebury,2026-01-10,0
33,"33 Edelman,Oscar",1,19,4,4,1,1,2,1,7,2,2,0.5,0.5,NA,Middlebury,2026-01-10,0
01,"01 Pohlman,Sam",1,30,9,2,4,1,0,0,6,0,9,0.375,0,NA,Middlebury,2026-01-10,0
31,"31 Hauser,Fritz",1,30,4,0,1,2,0,0,6,1,3,0.3333333333333333,0,1,Middlebury,2026-01-10,0
00,"00 Cormier,Jackson",1,15,5,2,1,1,0,0,3,0,5,1,NA,0.5,Middlebury,2026-01-10,0
14,"14 Lyttle,Ben",0,18,6,3,0,0,0,1,14,4,2,0.5,0.5,0.8333333333333334,Middlebury,2026-01-10,0
44,"44 Plankey,Ian",0,11,5,2,0,1,0,0,13,4,1,1,NA,1,Middlebury,2026-01-10,0
24,"24 Watson,Jaalan",0,14,0,2,1,0,0,0,8,0,0,0.6666666666666666,NA,NA,Middlebury,2026-01-10,0
10,"10 Moore,Charlie",0,12,3,1,0,1,0,0,4,1,2,1,NA,1,Middlebury,2026-01-10,0
34,"34 Fleming,Hunter",0,3,1,1,0,0,0,0,2,0,1,0.5,NA,NA,Middlebury,2026-01-10,0
05,"05 Justh,Alex",0,3,0,0,0,0,0,0,1,0,0,0,NA,0.5,Middlebury,2026-01-10,0
04,"04 Cameron,Josh",0,9,2,1,0,1,0,0,0,0,2,0,NA,NA,Middlebury,2026-01-10,0
11,"11 Astorino,Michael",0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Middlebury,2026-01-10,0
20,"20 Aririguzoh,Anthony",0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Middlebury,2026-01-10,0
30,"30 Obukwelu,Dom",0,1,1,0,0,0,0,0,0,1,0,NA,NA,NA,Middlebury,2026-01-10,0
TM,TM TEAM,0,0,3,0,0,1,0,0,0,0,3,NA,NA,NA,Middlebury,2026-01-10,0
,Totals,NA,200,48,18,8,10,2,4,86,14,34,0.5,0.25,0.8518518518518519,Middlebury,2026-01-10,0
11,"11 Murray, Ian",1,28,2,3,2,2,0,1,14,2,0,0.625,1,0.5,(CT),2026-01-10,1
12,"12 Witherington, Edward",1,30,8,4,1,0,0,1,11,1,7,0.36363636363636365,0.2,1,(CT),2026-01-10,1
02,"02 Flaks, Evan",1,24,4,1,2,0,0,0,8,0,4,0.3333333333333333,0,0.6666666666666666,(CT),2026-01-10,1
15,"15 Fuerbacher, Justin",1,22,1,2,0,1,1,0,3,0,1,0,0,0.5,(CT),2026-01-10,1
13,"13 Newell, Mark",1,17,6,1,0,2,0,0,2,5,1,0.3333333333333333,NA,NA,(CT),2026-01-10,1
01,"01 Cwalina, Kuba",0,20,3,0,0,1,0,1,14,1,2,0.4166666666666667,0.3333333333333333,1,(CT),2026-01-10,1
31,"31 Morrison, Henry",0,6,1,1,0,0,0,0,7,0,1,1,1,0.6666666666666666,(CT),2026-01-10,1
21,"21 McKersie, Jackson",0,6,0,2,0,1,0,1,2,0,0,0.5,NA,NA,(CT),2026-01-10,1
05,"05 Urena, Oliver",0,6,2,3,0,0,0,0,1,0,2,0,0,0.5,(CT),2026-01-10,1
23,"23 Lee, Donovan",0,18,0,2,3,1,0,0,0,0,0,0,0,NA,(CT),2026-01-10,1
04,"04 Ramey, Sawyer",0,11,0,0,2,0,0,0,0,0,0,0,NA,NA,(CT),2026-01-10,1
24,"24 Merker, Devin",0,5,0,0,0,0,1,0,0,0,0,0,0,NA,(CT),2026-01-10,1
25,"25 Joseph, Rayanns",0,3,0,0,1,0,0,0,0,0,0,NA,NA,NA,(CT),2026-01-10,1
14,"14 Alberts, Maxwell",0,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,(CT),2026-01-10,1
32,"32 Gklaros-Stavropoulos, Alex",0,1,1,0,0,0,0,0,0,0,1,NA,NA,NA,(CT),2026-01-10,1
33,"33 Imani, Benjamin",0,1,0,0,0,1,0,0,0,0,0,NA,NA,NA,(CT),2026-01-10,1
TM,TM TEAM,0,0,2,0,0,0,0,0,0,2,0,NA,NA,NA,(CT),2026-01-10,1
,Totals,NA,200,30,19,11,9,2,4,62,11,19,0.3333333333333333,0.2692307692307692,0.6521739130434783,(CT),2026-01-10,1
03,"03 Vetter,Henry",1,29,4,1,1,2,0,3,20,2,2,0.6,0.6,0.8333333333333334,Middlebury,2026-01-09,0
13,"13 Lazarre,Drew",1,28,3,1,2,1,0,3,15,2,1,0.38461538461538464,0.3333333333333333,1,Middlebury,2026-01-09,0
22,"22 Okorougo,Jarrel",1,22,4,0,0,1,1,0,7,0,4,0.375,NA,0.5,Middlebury,2026-01-09,0
11,"11 Ayles,David",1,21,0,4,2,0,1,4,7,0,0,0.6,NA,0.5,Middlebury,2026-01-09,0
23,"23 Davis,Tristan",1,24,1,4,1,0,1,1,4,0,1,0.25,NA,0.5,Middlebury,2026-01-09,0
00,"00 Berry,Jared",0,14,8,2,1,0,0,0,9,1,7,0.4444444444444444,0.3333333333333333,NA,Middlebury,2026-01-09,0
24,"24 Norris,Samuel",0,11,1,0,0,1,0,1,7,0,1,1,1,1,Middlebury,2026-01-09,0
04,"04 Ippolito,Paul",0,12,1,1,1,0,0,1,5,0,1,0.3333333333333333,0.3333333333333333,NA,Middlebury,2026-01-09,0
02,"02 Berete,Bangaly",0,17,3,4,1,0,0,0,3,3,0,0,NA,0.75,Middlebury,2026-01-09,0
10,"10 McDonald,Trevor",0,17,3,1,0,0,0,0,2,1,2,0.3333333333333333,0,NA,Middlebury,2026-01-09,0
20,"20 Jordan,Paul",0,5,0,0,0,0,0,0,0,0,0,NA,NA,NA,Middlebury,2026-01-09,0
TM,TM TEAM,0,0,7,0,0,0,0,0,0,3,4,NA,NA,NA,Middlebury,2026-01-09,0
,Totals,NA,200,35,18,9,5,3,13,79,12,23,0.4262295081967213,0.4090909090909091,0.75,Middlebury,2026-01-09,0
11,"11 Murray, Ian",1,27,4,0,2,3,1,1,18,3,1,0.46153846153846156,0,0.6,(CT),2026-01-09,1
12,"12 Witherington, Edward",1,30,5,2,1,1,2,0,12,1,4,0.5714285714285714,0.5,1,(CT),2026-01-09,1
02,"02 Flaks, Evan",1,19,3,2,0,4,0,0,5,0,3,0.4,0.3333333333333333,NA,(CT),2026-01-09,1
15,"15 Fuerbacher, Justin",1,26,3,2,1,1,0,3,2,0,3,0.25,0,NA,(CT),2026-01-09,1
13,"13 Newell, Mark",1,16,3,3,0,1,0,0,2,2,1,1,NA,0,(CT),2026-01-09,1
23,"23 Lee, Donovan",0,17,1,3,2,0,0,0,7,0,1,0.5,0.3333333333333333,NA,(CT),2026-01-09,1
04,"04 Ramey, Sawyer",0,20,4,2,0,0,0,0,6,1,3,0.6,0,NA,(CT),2026-01-09,1
21,"21 McKersie, Jackson",0,17,4,2,3,2,1,0,5,0,4,0.6666666666666666,NA,0.5,(CT),2026-01-09,1
01,"01 Cwalina, Kuba",0,19,3,0,1,0,1,0,4,1,2,0.3333333333333333,0,NA,(CT),2026-01-09,1
05,"05 Urena, Oliver",0,6,1,1,0,1,0,0,1,0,1,NA,NA,0.5,(CT),2026-01-09,1
31,"31 Morrison, Henry",0,3,3,2,0,2,0,0,0,1,2,0,NA,NA,(CT),2026-01-09,1
TM,TM TEAM,0,0,3,0,0,1,0,0,0,2,1,NA,NA,NA,(CT),2026-01-09,1
,Totals,NA,200,37,19,10,16,5,4,62,11,26,0.47058823529411764,0.2,0.47619047619047616,(CT),2026-01-09,1
11,"11 Murray, Ian",1,27,3,0,0,2,1,1,11,1,2,0.5,0,1,Middlebury,2026-01-06,0
15,"15 Fuerbacher, Justin",1,23,2,4,0,0,1,0,8,0,2,0.6,0.3333333333333333,0.25,Middlebury,2026-01-06,0
02,"02 Flaks, Evan",1,24,2,2,3,2,0,0,6,0,2,0.2222222222222222,0.5,NA,Middlebury,2026-01-06,0
01,"01 Cwalina, Kuba",1,23,0,0,0,3,0,1,5,0,0,0.125,0,0.75,Middlebury,2026-01-06,0
13,"13 Newell, Mark",1,29,11,2,0,3,1,1,2,2,9,0.25,NA,0,Middlebury,2026-01-06,0
23,"23 Lee, Donovan",0,24,6,0,2,1,0,0,10,4,2,0.3333333333333333,0.16666666666666666,0.5,Middlebury,2026-01-06,0
04,"04 Ramey, Sawyer",0,18,3,3,2,1,1,1,9,1,2,0.5,0.3333333333333333,1,Middlebury,2026-01-06,0
24,"24 Merker, Devin",0,9,2,0,0,0,0,1,3,0,2,0.3333333333333333,0.3333333333333333,NA,Middlebury,2026-01-06,0
25,"25 Joseph, Rayanns",0,3,1,0,0,0,0,0,2,0,1,1,NA,NA,Middlebury,2026-01-06,0
31,"31 Morrison, Henry",0,7,2,1,0,1,0,0,1,1,1,0,NA,0.5,Middlebury,2026-01-06,0
05,"05 Urena, Oliver",0,12,1,1,0,1,1,0,0,0,1,0,0,NA,Middlebury,2026-01-06,0
33,"33 Imani, Benjamin",0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,Middlebury,2026-01-06,0
TM,TM TEAM,0,0,2,0,0,0,0,0,0,0,2,NA,NA,NA,Middlebury,2026-01-06,0
,Totals,NA,200,35,13,7,14,5,5,57,9,26,0.32727272727272727,0.20689655172413793,0.6,Middlebury,2026-01-06,0
32,"32 Bledsoe,Nathan",1,23,9,2,2,0,0,0,22,0,9,0.6363636363636364,0.6,1,WPI,2026-01-06,1
00,"00 Molen,Justin",1,17,2,4,2,1,0,1,17,0,2,0.875,0.6666666666666666,1,WPI,2026-01-06,1
03,"03 Reidy,Tim",1,28,1,2,1,0,0,0,13,0,1,0.5,0.375,NA,WPI,2026-01-06,1
15,"15 Newman,J.R.",1,18,1,2,5,1,0,1,5,0,1,0.25,0,0.75,WPI,2026-01-06,1
10,"10 Margetson,Nicholas",1,28,8,3,5,0,0,0,4,0,8,0.4,0,NA,WPI,2026-01-06,1
11,"11 Bleier,Jack",0,23,6,0,2,3,0,1,5,0,6,0.16666666666666666,0,1,WPI,2026-01-06,1
14,"14 Daniels,Chris",0,4,2,0,0,2,0,0,5,0,2,1,1,NA,WPI,2026-01-06,1
01,"01 Schreiber,Tao",0,15,1,0,0,1,2,0,4,1,0,0.16666666666666666,NA,1,WPI,2026-01-06,1
20,"20 Morvillo,Matt",0,13,8,2,1,3,0,1,3,4,4,0.3333333333333333,NA,0.25,WPI,2026-01-06,1
05,"05 Vedovelli,Ryan",0,6,1,0,1,0,0,0,3,0,1,0.5,0.5,NA,WPI,2026-01-06,1
21,"21 Patterson,Adam",0,9,2,2,1,1,0,0,2,1,1,0.25,NA,NA,WPI,2026-01-06,1
12,"12 Hibbard,Oliver",0,7,0,1,0,0,0,1,2,0,0,1,NA,NA,WPI,2026-01-06,1
34,"34 Pebley,Joe",0,6,1,1,0,0,0,1,0,1,0,NA,NA,NA,WPI,2026-01-06,1
19,"19 Sari,Yigit",0,3,0,0,0,0,0,0,0,0,0,NA,NA,NA,WPI,2026-01-06,1
TM,TM TEAM,0,0,2,0,0,1,0,0,0,2,0,NA,NA,NA,WPI,2026-01-06,1
,Totals,NA,200,44,19,20,13,2,6,85,9,35,0.4838709677419355,0.4642857142857143,0.75,WPI,2026-01-06,1
07,"07 Madesko,Esmer",1,38,4,1,7,1,0,2,26,1,3,0.7142857142857143,0.4,1,Middlebury,2026-01-02,1
04,"04 Hanks,Che",1,35,1,1,2,2,0,0,22,0,1,0.625,0.3333333333333333,NA,Middlebury,2026-01-02,1
15,"15 Madesko,Andy",1,40,10,2,9,0,0,7,18,4,6,0.7,1,0.6,Middlebury,2026-01-02,1
21,"21 Buker,Cole",1,10,1,3,0,0,0,0,6,0,1,0.5,NA,1,Middlebury,2026-01-02,1
03,"03 Box,Jonathan",1,22,2,0,0,2,1,0,0,0,2,0,0,NA,Middlebury,2026-01-02,1
10,"10 Arnold,Caden",0,16,3,4,0,1,0,0,15,1,2,0.7142857142857143,0.3333333333333333,0.5,Middlebury,2026-01-02,1
22,"22 Foster-Martez,Cameron",0,14,0,3,0,0,0,1,6,0,0,0.6666666666666666,0.6666666666666666,NA,Middlebury,2026-01-02,1
23,"23 Partee Jr.,Quinton",0,6,0,0,0,0,0,1,3,0,0,0.3333333333333333,NA,0.5,Middlebury,2026-01-02,1
01,"01 Costin,Tyler",0,7,1,0,0,0,0,0,0,0,1,0,0,NA,Middlebury,2026-01-02,1
12,"12 White Jr.,Jeffery",0,5,1,0,0,0,0,0,0,0,1,0,0,NA,Middlebury,2026-01-02,1
00,"00 Edmonds,Daniel",0,4,0,0,0,0,0,0,0,0,0,NA,NA,NA,Middlebury,2026-01-02,1
25,"25 Nell,Cameron",0,3,0,1,0,0,0,0,0,0,0,0,NA,NA,Middlebury,2026-01-02,1
33,"33 Jones,RJ",0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,Middlebury,2026-01-02,1
TM,TM TEAM,0,0,2,0,0,0,0,0,0,1,1,NA,NA,NA,Middlebury,2026-01-02,1
,Totals,NA,200,25,15,18,7,1,11,96,7,18,0.5454545454545454,0.34782608695652173,0.6956521739130435,Middlebury,2026-01-02,1
02,"02 Flaks, Evan",1,28,3,2,4,3,0,0,20,0,3,0.625,0.625,0.8333333333333334,Lasell,2026-01-02,0
11,"11 Murray, Ian",1,31,8,2,4,3,0,0,17,1,7,0.7,0,0.6,Lasell,2026-01-02,0
21,"21 McKersie, Jackson",1,10,0,4,3,2,1,1,9,0,0,1,NA,0.75,Lasell,2026-01-02,0
12,"12 Witherington, Edward",1,16,0,2,1,1,1,0,3,0,0,0.5,0.5,NA,Lasell,2026-01-02,0
15,"15 Fuerbacher, Justin",1,27,5,3,2,1,0,0,0,0,5,0,0,NA,Lasell,2026-01-02,0
01,"01 Cwalina, Kuba",0,22,2,3,1,2,1,0,22,0,2,0.6363636363636364,0.6666666666666666,1,Lasell,2026-01-02,0
20,"20 Ducree, Dominick",0,22,5,2,0,2,0,0,16,2,3,0.5555555555555556,0.5714285714285714,0.6666666666666666,Lasell,2026-01-02,0
13,"13 Newell, Mark",0,24,10,2,2,1,1,1,8,3,7,0.6,NA,1,Lasell,2026-01-02,0
04,"04 Ramey, Sawyer",0,12,0,1,3,1,0,0,7,0,0,0.5,0.3333333333333333,NA,Lasell,2026-01-02,0
23,"23 Lee, Donovan",0,8,1,0,0,2,0,0,0,1,0,NA,NA,0,Lasell,2026-01-02,0
TM,TM TEAM,0,0,2,0,0,1,0,0,0,2,0,NA,NA,NA,Lasell,2026-01-02,0
,Totals,NA,200,36,21,20,19,4,2,102,9,27,0.5964912280701754,0.53125,0.7083333333333334,Lasell,2026-01-02,0
15,"15 Fuerbacher, Justin",1,21,6,1,1,2,0,1,10,0,6,0.36363636363636365,0.25,NA,Middlebury,2025-12-29,0
11,"11 Murray, Ian",1,20,3,0,1,1,0,0,8,0,3,0.5,0,1,Middlebury,2025-12-29,0
12,"12 Witherington, Edward",1,19,6,2,1,2,2,1,8,3,3,0.16666666666666666,0,0.75,Middlebury,2025-12-29,0
02,"02 Flaks, Evan",1,18,3,3,4,1,0,1,6,2,1,0.3333333333333333,0,1,Middlebury,2025-12-29,0
21,"21 McKersie, Jackson",1,14,9,0,4,1,0,0,6,3,6,0.6,NA,NA,Middlebury,2025-12-29,0
20,"20 Ducree, Dominick",0,19,3,0,1,0,0,0,21,0,3,0.5714285714285714,0.375,1,Middlebury,2025-12-29,0
01,"01 Cwalina, Kuba",0,13,1,3,0,1,0,0,11,0,1,0.36363636363636365,0.16666666666666666,1,Middlebury,2025-12-29,0
04,"04 Ramey, Sawyer",0,19,4,1,6,1,0,1,6,2,2,0.6666666666666666,NA,1,Middlebury,2025-12-29,0
13,"13 Newell, Mark",0,17,15,1,1,0,0,0,5,6,9,0.6666666666666666,NA,0.5,Middlebury,2025-12-29,0
24,"24 Merker, Devin",0,4,2,0,0,0,0,0,5,1,1,1,1,NA,Middlebury,2025-12-29,0
31,"31 Morrison, Henry",0,4,2,0,0,0,0,0,3,0,2,1,1,NA,Middlebury,2025-12-29,0
05,"05 Urena, Oliver",0,9,4,1,0,1,0,0,2,1,3,0.3333333333333333,0,0,Middlebury,2025-12-29,0
23,"23 Lee, Donovan",0,15,1,0,2,1,0,0,0,1,0,0,0,NA,Middlebury,2025-12-29,0
14,"14 Alberts, Maxwell",0,3,0,0,1,0,0,0,0,0,0,0,0,NA,Middlebury,2025-12-29,0
25,"25 Joseph, Rayanns",0,3,3,0,0,0,0,0,0,1,2,0,NA,NA,Middlebury,2025-12-29,0
32,"32 Gklaros-Stavropoulos, Alex",0,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,Middlebury,2025-12-29,0
33,"33 Imani, Benjamin",0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,Middlebury,2025-12-29,0
TM,TM TEAM,0,0,7,0,0,2,0,0,0,4,3,NA,NA,NA,Middlebury,2025-12-29,0
,Totals,NA,200,69,12,22,13,2,4,91,24,45,0.43243243243243246,0.24242424242424243,0.7916666666666666,Middlebury,2025-12-29,0
11,11 Michael Perez,1,16,2,3,1,2,0,0,5,0,2,0.2222222222222222,0.2,NA,College,2025-12-29,1
14,14 Ahmed Toure,1,17,7,2,2,2,1,1,2,1,6,0.25,0,NA,College,2025-12-29,1
10,10 Trevonne Tcha,1,14,4,1,0,0,0,0,2,1,3,0.25,NA,NA,College,2025-12-29,1
01,01 Joash Beaton,1,12,2,0,0,1,0,0,2,1,1,0,NA,1,College,2025-12-29,1
03,03 Zachary Bussey,1,21,2,3,0,0,0,2,0,1,1,0,0,NA,College,2025-12-29,1
35,35 Isaiah Grant,0,18,1,2,0,0,0,0,14,0,1,0.5454545454545454,0.5,NA,College,2025-12-29,1
22,22 Justin Rosario,0,17,1,1,1,3,0,0,9,0,1,0.3333333333333333,0.5,NA,College,2025-12-29,1
05,05 Omari Hinds,0,26,3,1,1,0,1,0,7,1,2,0.2222222222222222,0,0.5,College,2025-12-29,1
12,12 Amir Powell,0,14,0,0,3,1,0,0,3,0,0,0.3333333333333333,0,0.5,College,2025-12-29,1
32,32 Rhommy Holder,0,14,2,1,0,0,0,2,3,0,2,0.2,0.25,NA,College,2025-12-29,1
02,02 Nicholas Bocharov,0,12,1,1,2,0,0,1,0,0,1,0,0,NA,College,2025-12-29,1
33,33 Olamide Nafiu,0,12,0,0,0,0,0,0,0,0,0,0,0,NA,College,2025-12-29,1
15,15 Nathan Sanderson,0,7,0,0,2,0,0,0,0,0,0,0,NA,NA,College,2025-12-29,1
TM,TM TEAM,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,College,2025-12-29,1
,Totals,NA,200,25,15,12,9,2,6,47,5,20,0.26153846153846155,0.2692307692307692,0.6,College,2025-12-29,1
15,"15 Fuerbacher, Justin",1,33,7,4,5,1,0,2,9,2,5,0.4,0.25,NA,Middlebury,2025-12-28,0
12,"12 Witherington, Edward",1,17,7,1,1,0,0,0,8,4,3,0.3333333333333333,0,0.6666666666666666,Middlebury,2025-12-28,0
02,"02 Flaks, Evan",1,21,2,2,1,2,0,1,6,0,2,0.375,0,NA,Middlebury,2025-12-28,0
21,"21 McKersie, Jackson",1,11,1,1,0,0,1,0,4,0,1,0.5,NA,NA,Middlebury,2025-12-28,0
11,"11 Murray, Ian",1,18,2,0,2,5,0,2,1,0,2,0,0,0.5,Middlebury,2025-12-28,0
20,"20 Ducree, Dominick",0,25,5,3,2,3,1,1,27,1,4,0.5714285714285714,0.6,1,Middlebury,2025-12-28,0
13,"13 Newell, Mark",0,26,12,4,1,1,0,0,11,7,5,0.5,NA,0.6,Middlebury,2025-12-28,0
04,"04 Ramey, Sawyer",0,23,6,1,4,0,0,1,9,3,3,0.5714285714285714,0,1,Middlebury,2025-12-28,0
23,"23 Lee, Donovan",0,5,1,0,0,0,0,0,3,0,1,0.5,0,0.5,Middlebury,2025-12-28,0
01,"01 Cwalina, Kuba",0,15,5,0,1,2,0,0,0,1,4,0,0,0,Middlebury,2025-12-28,0
31,"31 Morrison, Henry",0,6,3,1,0,0,0,0,0,1,2,0,NA,NA,Middlebury,2025-12-28,0
TM,TM TEAM,0,0,2,0,0,0,0,0,0,0,2,NA,NA,NA,Middlebury,2025-12-28,0
,Totals,NA,200,53,17,17,14,2,7,78,19,34,0.3670886075949367,0.22580645161290322,0.65,Middlebury,2025-12-28,0
01,01 Dimetri lafrate,1,37,5,1,4,4,0,3,29,0,5,0.5789473684210527,0.5714285714285714,0.42857142857142855,(MA),2025-12-28,1
14,14 Sean Perri,1,33,3,2,1,1,1,1,20,1,2,0.6,0.625,1,(MA),2025-12-28,1
04,04 Eoin Morrissey,1,29,10,4,0,3,0,0,16,1,9,0.6363636363636364,0.6666666666666666,0,(MA),2025-12-28,1
02,02 Tristan Herry,1,24,2,4,5,1,0,1,6,0,2,0.16666666666666666,0.3333333333333333,0.75,(MA),2025-12-28,1
12,12 Rex Zadrozny,1,12,2,1,1,1,0,0,3,0,2,0.25,NA,1,(MA),2025-12-28,1
21,21 Sal Pedevillano,0,23,3,2,4,0,0,0,6,1,2,0.42857142857142855,0,NA,(MA),2025-12-28,1
10,10 Nick Scandura,0,26,3,3,3,1,0,1,2,1,2,0,0,1,(MA),2025-12-28,1
24,24 Paul Conway Jr.,0,6,2,1,0,0,0,1,0,0,2,0,0,NA,(MA),2025-12-28,1
25,25 Marcus Perrier,0,6,1,0,0,1,0,0,0,0,1,0,NA,NA,(MA),2025-12-28,1
05,05 Cam Cross,0,4,0,0,0,0,0,0,0,0,0,NA,NA,NA,(MA),2025-12-28,1
TM,TM TEAM,0,0,4,0,0,1,0,0,0,1,3,NA,NA,NA,(MA),2025-12-28,1
,Totals,NA,200,35,18,18,13,1,7,82,5,30,0.453125,0.46153846153846156,0.6666666666666666,(MA),2025-12-28,1
08,08 Tomiwa Adetosoye,1,30,8,4,1,2,2,4,26,2,6,0.625,1,0.7142857142857143,Middlebury,2025-12-06,0
04,04 Justin Odibo,1,31,4,0,0,2,0,2,10,1,3,0.5,0.2,0.5,Middlebury,2025-12-06,0
05,05 Corvin Oprea,1,32,5,3,1,1,0,0,8,0,5,0.2727272727272727,0.2,1,Middlebury,2025-12-06,0
01,01 Luke Razi,1,24,1,4,1,1,0,0,4,0,1,0.6666666666666666,0,NA,Middlebury,2025-12-06,0
44,44 John Mayhew,1,11,1,3,0,0,0,0,3,0,1,0.25,NA,1,Middlebury,2025-12-06,0
06,06 Jordan Owusu,0,23,3,4,2,0,0,1,11,1,2,0.5,NA,0.5,Middlebury,2025-12-06,0
03,03 Sam Henderson,0,26,6,0,0,2,1,2,8,2,4,0.5,0,0.5,Middlebury,2025-12-06,0
10,10 Theo Murray,0,16,2,1,0,2,0,0,6,1,1,0.5,0,0.6666666666666666,Middlebury,2025-12-06,0
07,07 Bernard Dushie Jr.,0,4,0,1,0,1,0,0,3,0,0,1,1,NA,Middlebury,2025-12-06,0
11,11 M.J. Young,0,3,2,0,1,0,0,0,0,2,0,0,NA,NA,Middlebury,2025-12-06,0
TM,TM Team,0,0,5,0,0,0,0,0,0,1,4,NA,NA,NA,Middlebury,2025-12-06,0
,Totals,NA,200,37,20,6,11,3,9,79,10,27,0.484375,0.25,0.65,Middlebury,2025-12-06,0
11,"11 Murray, Ian",1,27,5,2,2,3,0,1,9,0,5,0.4,0.2,NA,(N.Y.),2025-12-06,1
02,"02 Flaks, Evan",1,25,0,1,1,1,0,0,9,0,0,0.5714285714285714,0.5,NA,(N.Y.),2025-12-06,1
21,"21 McKersie, Jackson",1,13,3,4,0,2,2,0,6,1,2,0.5,NA,0.6666666666666666,(N.Y.),2025-12-06,1
15,"15 Fuerbacher, Justin",1,17,2,0,1,2,0,1,5,0,2,0.3333333333333333,0.3333333333333333,0,(N.Y.),2025-12-06,1
12,"12 Witherington, Edward",1,13,4,1,1,1,0,0,3,2,2,0.25,1,NA,(N.Y.),2025-12-06,1
01,"01 Cwalina, Kuba",0,25,2,3,0,1,0,1,15,0,2,0.4,0.375,NA,(N.Y.),2025-12-06,1
31,"31 Morrison, Henry",0,17,6,1,0,0,1,0,8,4,2,0.75,NA,0.5,(N.Y.),2025-12-06,1
13,"13 Newell, Mark",0,14,7,3,2,1,0,1,8,4,3,0.75,NA,0.6666666666666666,(N.Y.),2025-12-06,1
20,"20 Ducree, Dominick",0,16,2,2,0,2,0,1,6,1,1,0.25,0,0.6666666666666666,(N.Y.),2025-12-06,1
04,"04 Ramey, Sawyer",0,15,3,1,3,0,0,0,4,1,2,0.25,NA,1,(N.Y.),2025-12-06,1
23,"23 Lee, Donovan",0,9,1,0,0,0,0,0,3,0,1,1,1,NA,(N.Y.),2025-12-06,1
05,"05 Urena, Oliver",0,9,2,0,1,1,0,0,1,0,2,0,0,0.5,(N.Y.),2025-12-06,1
TM,TM Team,0,0,6,0,0,0,0,0,0,3,3,NA,NA,NA,(N.Y.),2025-12-06,1
,Totals,NA,200,43,18,11,14,3,5,77,16,27,0.42028985507246375,0.3333333333333333,0.6111111111111112,(N.Y.),2025-12-06,1
15,15 Nikola Dimitrijevic,1,31,12,4,4,4,0,0,20,1,11,0.5294117647058824,0.25,0.3333333333333333,Middlebury,2025-12-07,0
05,05 Buckley DeJardin,1,30,4,2,1,3,2,2,18,0,4,0.7,0.6666666666666666,1,Middlebury,2025-12-07,0
11,11 Evan Mirazimi,1,33,6,1,2,1,0,0,5,0,6,0.2857142857142857,0.3333333333333333,NA,Middlebury,2025-12-07,0
03,03 Sam Adusei,1,36,5,1,2,4,1,0,4,1,4,0.2857142857142857,0,NA,Middlebury,2025-12-07,0
10,10 Isaac Higgs,1,32,4,2,1,1,0,2,2,0,4,0.14285714285714285,0,0,Middlebury,2025-12-07,0
45,45 Nolan Casey,0,17,4,1,2,0,0,1,11,2,2,1,NA,0.3333333333333333,Middlebury,2025-12-07,0
24,24 Ian Brown,0,17,6,0,0,1,0,1,10,2,4,0.5,1,1,Middlebury,2025-12-07,0
13,13 Dylan Bronner,0,4,1,0,0,0,0,0,0,0,1,0,0,NA,Middlebury,2025-12-07,0
TM,TM Team,0,0,6,0,0,0,0,0,0,1,5,NA,NA,NA,Middlebury,2025-12-07,0
,Totals,NA,200,48,11,12,14,3,6,70,7,41,0.48333333333333334,0.3333333333333333,0.5454545454545454,Middlebury,2025-12-07,0
11,"11 Murray, Ian",1,31,8,1,2,2,0,2,18,1,7,0.5,0.25,1,Mellon,2025-12-07,1
15,"15 Fuerbacher, Justin",1,16,3,2,0,1,0,1,8,0,3,0.5,0.5,0.75,Mellon,2025-12-07,1
02,"02 Flaks, Evan",1,19,4,1,2,2,0,2,5,1,3,0.3333333333333333,0.3333333333333333,NA,Mellon,2025-12-07,1
